year_month,direction_code,NZ_area,Count,geo_level,period
2017-04,A,Northland Region,4776,Regional council areas,Monthly
2017-05,A,Northland Region,5163,Regional council areas,Monthly
2017-06,A,Northland Region,5445,Regional council areas,Monthly
2017-07,A,Northland Region,7104,Regional council areas,Monthly
2017-08,A,Northland Region,6951,Regional council areas,Monthly
2017-09,A,Northland Region,6942,Regional council areas,Monthly
2017-10,A,Northland Region,7926,Regional council areas,Monthly
2017-11,A,Northland Region,5241,Regional council areas,Monthly
2017-12,A,Northland Region,3684,Regional council areas,Monthly
2018-01,A,Northland Region,5001,Regional council areas,Monthly
2018-02,A,Northland Region,3063,Regional council areas,Monthly
2018-03,A,Northland Region,3720,Regional council areas,Monthly
2018-04,A,Northland Region,4827,Regional council areas,Monthly
2018-05,A,Northland Region,5643,Regional council areas,Monthly
2018-06,A,Northland Region,5826,Regional council areas,Monthly
2018-07,A,Northland Region,7707,Regional council areas,Monthly
2018-08,A,Northland Region,7590,Regional council areas,Monthly
2018-09,A,Northland Region,7206,Regional council areas,Monthly
2018-10,A,Northland Region,8088,Regional council areas,Monthly
2018-11,A,Northland Region,5211,Regional council areas,Monthly
2018-12,A,Northland Region,4059,Regional council areas,Monthly
2019-01,A,Northland Region,4863,Regional council areas,Monthly
2019-02,A,Northland Region,3144,Regional council areas,Monthly
2019-03,A,Northland Region,4152,Regional council areas,Monthly
2019-04,A,Northland Region,5301,Regional council areas,Monthly
2019-05,A,Northland Region,5961,Regional council areas,Monthly
2019-06,A,Northland Region,6021,Regional council areas,Monthly
2015-01,A,Not stated,10692,Not stated,Monthly
2015-02,A,Not stated,6552,Not stated,Monthly
2015-03,A,Not stated,7833,Not stated,Monthly
2015-04,A,Not stated,8991,Not stated,Monthly
2015-05,A,Not stated,9129,Not stated,Monthly
2015-06,A,Not stated,9822,Not stated,Monthly
2015-07,A,Not stated,11766,Not stated,Monthly
2015-08,A,Not stated,11571,Not stated,Monthly
2015-09,A,Not stated,10761,Not stated,Monthly
2015-10,A,Not stated,12723,Not stated,Monthly
2015-11,A,Not stated,9453,Not stated,Monthly
2015-12,A,Not stated,6441,Not stated,Monthly
2016-01,A,Not stated,11349,Not stated,Monthly
2016-02,A,Not stated,7317,Not stated,Monthly
2016-03,A,Not stated,7863,Not stated,Monthly
2016-04,A,Not stated,8970,Not stated,Monthly
2016-05,A,Not stated,10416,Not stated,Monthly
2016-06,A,Not stated,10542,Not stated,Monthly
2016-07,A,Not stated,12735,Not stated,Monthly
2016-08,A,Not stated,12345,Not stated,Monthly
2016-09,A,Not stated,11877,Not stated,Monthly
2016-10,A,Not stated,14211,Not stated,Monthly
2016-11,A,Not stated,10191,Not stated,Monthly
2016-12,A,Not stated,7101,Not stated,Monthly
2017-01,A,Not stated,12621,Not stated,Monthly
2017-02,A,Not stated,8355,Not stated,Monthly
2017-03,A,Not stated,8445,Not stated,Monthly
2017-04,A,Not stated,10128,Not stated,Monthly
2017-05,A,Not stated,10248,Not stated,Monthly
2017-06,A,Not stated,10860,Not stated,Monthly
2017-07,A,Not stated,14064,Not stated,Monthly
2017-08,A,Not stated,12546,Not stated,Monthly
2017-09,A,Not stated,12507,Not stated,Monthly
2017-10,A,Not stated,15093,Not stated,Monthly
2017-11,A,Not stated,9948,Not stated,Monthly
2017-12,A,Not stated,7077,Not stated,Monthly
2018-01,A,Not stated,13377,Not stated,Monthly
2018-02,A,Not stated,7656,Not stated,Monthly
2018-03,A,Not stated,8346,Not stated,Monthly
2018-04,A,Not stated,10308,Not stated,Monthly
2018-05,A,Not stated,10638,Not stated,Monthly
2018-06,A,Not stated,11637,Not stated,Monthly
2018-07,A,Not stated,16053,Not stated,Monthly
2018-08,A,Not stated,13965,Not stated,Monthly
2018-09,A,Not stated,13662,Not stated,Monthly
2018-10,A,Not stated,15978,Not stated,Monthly
2018-11,A,Not stated,11028,Not stated,Monthly
2018-12,A,Not stated,8196,Not stated,Monthly
2019-01,A,Not stated,16257,Not stated,Monthly
2019-02,A,Not stated,5676,Not stated,Monthly
2019-03,A,Not stated,5352,Not stated,Monthly
2019-04,A,Not stated,6702,Not stated,Monthly
2019-05,A,Not stated,6810,Not stated,Monthly
2019-06,A,Not stated,15222,Not stated,Monthly
2015-01,A,Otago Region,9027,Regional council areas,Monthly
2015-02,A,Otago Region,5436,Regional council areas,Monthly
2015-03,A,Otago Region,5850,Regional council areas,Monthly
2015-04,A,Otago Region,7359,Regional council areas,Monthly
2015-05,A,Otago Region,7224,Regional council areas,Monthly
2015-06,A,Otago Region,9234,Regional council areas,Monthly
2015-07,A,Otago Region,11730,Regional council areas,Monthly
2015-08,A,Otago Region,9558,Regional council areas,Monthly
2015-09,A,Otago Region,8292,Regional council areas,Monthly
2015-10,A,Otago Region,10218,Regional council areas,Monthly
2015-11,A,Otago Region,7530,Regional council areas,Monthly
2015-12,A,Otago Region,5661,Regional council areas,Monthly
2016-01,A,Otago Region,9516,Regional council areas,Monthly
2016-02,A,Otago Region,5640,Regional council areas,Monthly
2016-03,A,Otago Region,5820,Regional council areas,Monthly
2016-04,A,Otago Region,7335,Regional council areas,Monthly
2016-05,A,Otago Region,8034,Regional council areas,Monthly
2016-06,A,Otago Region,9234,Regional council areas,Monthly
2016-07,A,Otago Region,12135,Regional council areas,Monthly
2016-08,A,Otago Region,10320,Regional council areas,Monthly
2016-09,A,Otago Region,9129,Regional council areas,Monthly
2016-10,A,Otago Region,11280,Regional council areas,Monthly
2016-11,A,Otago Region,7764,Regional council areas,Monthly
2016-12,A,Otago Region,6312,Regional council areas,Monthly
2017-01,A,Otago Region,9990,Regional council areas,Monthly
2017-02,A,Otago Region,6459,Regional council areas,Monthly
2017-03,A,Otago Region,6561,Regional council areas,Monthly
2017-04,A,Otago Region,8421,Regional council areas,Monthly
2017-05,A,Otago Region,8757,Regional council areas,Monthly
2017-06,A,Otago Region,9906,Regional council areas,Monthly
2017-07,A,Otago Region,13305,Regional council areas,Monthly
2017-08,A,Otago Region,10548,Regional council areas,Monthly
2017-09,A,Otago Region,9621,Regional council areas,Monthly
2017-10,A,Otago Region,12111,Regional council areas,Monthly
2017-11,A,Otago Region,8295,Regional council areas,Monthly
2017-12,A,Otago Region,6636,Regional council areas,Monthly
2018-01,A,Otago Region,10929,Regional council areas,Monthly
2018-02,A,Otago Region,6549,Regional council areas,Monthly
2018-03,A,Otago Region,6573,Regional council areas,Monthly
2018-04,A,Otago Region,8352,Regional council areas,Monthly
2018-05,A,Otago Region,9330,Regional council areas,Monthly
2018-06,A,Otago Region,10548,Regional council areas,Monthly
2018-07,A,Otago Region,15282,Regional council areas,Monthly
2018-08,A,Otago Region,12108,Regional council areas,Monthly
2018-09,A,Otago Region,10500,Regional council areas,Monthly
2018-10,A,Otago Region,12510,Regional council areas,Monthly
2018-11,A,Otago Region,8373,Regional council areas,Monthly
2018-12,A,Otago Region,6768,Regional council areas,Monthly
2019-01,A,Otago Region,10740,Regional council areas,Monthly
2019-02,A,Otago Region,6975,Regional council areas,Monthly
2019-03,A,Otago Region,7536,Regional council areas,Monthly
2019-04,A,Otago Region,9150,Regional council areas,Monthly
2019-05,A,Otago Region,9681,Regional council areas,Monthly
2019-06,A,Otago Region,11268,Regional council areas,Monthly
2015-01,A,Southland Region,2262,Regional council areas,Monthly
2015-02,A,Southland Region,1176,Regional council areas,Monthly
2015-03,A,Southland Region,1863,Regional council areas,Monthly
2015-04,A,Southland Region,1980,Regional council areas,Monthly
2015-05,A,Southland Region,1884,Regional council areas,Monthly
2015-06,A,Southland Region,2514,Regional council areas,Monthly
2015-07,A,Southland Region,3606,Regional council areas,Monthly
2015-08,A,Southland Region,2934,Regional council areas,Monthly
2015-09,A,Southland Region,2118,Regional council areas,Monthly
2015-10,A,Southland Region,2682,Regional council areas,Monthly
2015-11,A,Southland Region,2199,Regional council areas,Monthly
2015-12,A,Southland Region,1191,Regional council areas,Monthly
2016-01,A,Southland Region,2238,Regional council areas,Monthly
2016-02,A,Southland Region,1158,Regional council areas,Monthly
2016-03,A,Southland Region,1500,Regional council areas,Monthly
2016-04,A,Southland Region,1971,Regional council areas,Monthly
2016-05,A,Southland Region,1998,Regional council areas,Monthly
2016-06,A,Southland Region,2634,Regional council areas,Monthly
2016-07,A,Southland Region,3786,Regional council areas,Monthly
2016-08,A,Southland Region,2877,Regional council areas,Monthly
2016-09,A,Southland Region,2394,Regional council areas,Monthly
2016-10,A,Southland Region,2889,Regional council areas,Monthly
2016-11,A,Southland Region,1932,Regional council areas,Monthly
2016-12,A,Southland Region,1254,Regional council areas,Monthly
2017-01,A,Southland Region,2331,Regional council areas,Monthly
2017-02,A,Southland Region,1407,Regional council areas,Monthly
2017-03,A,Southland Region,1896,Regional council areas,Monthly
2017-04,A,Southland Region,2184,Regional council areas,Monthly
2017-05,A,Southland Region,1998,Regional council areas,Monthly
2017-06,A,Southland Region,2736,Regional council areas,Monthly
2017-07,A,Southland Region,4341,Regional council areas,Monthly
2017-08,A,Southland Region,3066,Regional council areas,Monthly
2017-09,A,Southland Region,2181,Regional council areas,Monthly
2017-10,A,Southland Region,3129,Regional council areas,Monthly
2017-11,A,Southland Region,1977,Regional council areas,Monthly
2017-12,A,Southland Region,1374,Regional council areas,Monthly
2018-01,A,Southland Region,2583,Regional council areas,Monthly
2018-02,A,Southland Region,1290,Regional council areas,Monthly
2018-03,A,Southland Region,1743,Regional council areas,Monthly
2018-04,A,Southland Region,2358,Regional council areas,Monthly
2018-05,A,Southland Region,2382,Regional council areas,Monthly
2018-06,A,Southland Region,2967,Regional council areas,Monthly
2018-07,A,Southland Region,4665,Regional council areas,Monthly
2018-08,A,Southland Region,3432,Regional council areas,Monthly
2018-09,A,Southland Region,2691,Regional council areas,Monthly
2018-10,A,Southland Region,3213,Regional council areas,Monthly
2018-11,A,Southland Region,2121,Regional council areas,Monthly
2018-12,A,Southland Region,1491,Regional council areas,Monthly
2019-01,A,Southland Region,2424,Regional council areas,Monthly
2019-02,A,Southland Region,1455,Regional council areas,Monthly
2019-03,A,Southland Region,2046,Regional council areas,Monthly
2019-04,A,Southland Region,2631,Regional council areas,Monthly
2019-05,A,Southland Region,2532,Regional council areas,Monthly
2019-06,A,Southland Region,3057,Regional council areas,Monthly
2015-01,A,Taranaki Region,3384,Regional council areas,Monthly
2015-02,A,Taranaki Region,1953,Regional council areas,Monthly
2015-03,A,Taranaki Region,2676,Regional council areas,Monthly
2015-04,A,Taranaki Region,3453,Regional council areas,Monthly
2015-05,A,Taranaki Region,3279,Regional council areas,Monthly
2015-06,A,Taranaki Region,3948,Regional council areas,Monthly
2015-07,A,Taranaki Region,4593,Regional council areas,Monthly
2015-08,A,Taranaki Region,3597,Regional council areas,Monthly
2015-09,A,Taranaki Region,3480,Regional council areas,Monthly
2015-10,A,Taranaki Region,4464,Regional council areas,Monthly
2015-11,A,Taranaki Region,2964,Regional council areas,Monthly
2015-12,A,Taranaki Region,2184,Regional council areas,Monthly
2016-01,A,Taranaki Region,3426,Regional council areas,Monthly
2016-02,A,Taranaki Region,2028,Regional council areas,Monthly
2016-03,A,Taranaki Region,2328,Regional council areas,Monthly
2016-04,A,Taranaki Region,3285,Regional council areas,Monthly
2016-05,A,Taranaki Region,3480,Regional council areas,Monthly
2016-06,A,Taranaki Region,3894,Regional council areas,Monthly
2016-07,A,Taranaki Region,4584,Regional council areas,Monthly
2016-08,A,Taranaki Region,3540,Regional council areas,Monthly
2016-09,A,Taranaki Region,3636,Regional council areas,Monthly
2016-10,A,Taranaki Region,4488,Regional council areas,Monthly
2016-11,A,Taranaki Region,3024,Regional council areas,Monthly
2016-12,A,Taranaki Region,2103,Regional council areas,Monthly
2017-01,A,Taranaki Region,3573,Regional council areas,Monthly
2017-02,A,Taranaki Region,2130,Regional council areas,Monthly
2017-03,A,Taranaki Region,2691,Regional council areas,Monthly
2017-04,A,Taranaki Region,3396,Regional council areas,Monthly
2017-05,A,Taranaki Region,3483,Regional council areas,Monthly
2017-06,A,Taranaki Region,4089,Regional council areas,Monthly
2017-07,A,Taranaki Region,4797,Regional council areas,Monthly
2017-08,A,Taranaki Region,3915,Regional council areas,Monthly
2017-09,A,Taranaki Region,3888,Regional council areas,Monthly
2017-10,A,Taranaki Region,5136,Regional council areas,Monthly
2017-11,A,Taranaki Region,3321,Regional council areas,Monthly
2017-12,A,Taranaki Region,2286,Regional council areas,Monthly
2018-01,A,Taranaki Region,3834,Regional council areas,Monthly
2018-02,A,Taranaki Region,2175,Regional council areas,Monthly
2018-03,A,Taranaki Region,2607,Regional council areas,Monthly
2018-04,A,Taranaki Region,3387,Regional council areas,Monthly
2018-05,A,Taranaki Region,3762,Regional council areas,Monthly
2018-06,A,Taranaki Region,4323,Regional council areas,Monthly
2018-07,A,Taranaki Region,5376,Regional council areas,Monthly
2018-08,A,Taranaki Region,4443,Regional council areas,Monthly
2018-09,A,Taranaki Region,4233,Regional council areas,Monthly
2018-10,A,Taranaki Region,5166,Regional council areas,Monthly
2018-11,A,Taranaki Region,3357,Regional council areas,Monthly
2018-12,A,Taranaki Region,2406,Regional council areas,Monthly
2019-01,A,Taranaki Region,3873,Regional council areas,Monthly
2019-02,A,Taranaki Region,2298,Regional council areas,Monthly
2019-03,A,Taranaki Region,2766,Regional council areas,Monthly
2019-04,A,Taranaki Region,3672,Regional council areas,Monthly
2019-05,A,Taranaki Region,3924,Regional council areas,Monthly
2019-06,A,Taranaki Region,4701,Regional council areas,Monthly
2015-01,A,Tasman Region,1137,Regional council areas,Monthly
2015-02,A,Tasman Region,753,Regional council areas,Monthly
2015-03,A,Tasman Region,1071,Regional council areas,Monthly
2015-04,A,Tasman Region,1380,Regional council areas,Monthly
2015-05,A,Tasman Region,1479,Regional council areas,Monthly
2015-06,A,Tasman Region,1680,Regional council areas,Monthly
2015-07,A,Tasman Region,2556,Regional council areas,Monthly
2015-08,A,Tasman Region,2265,Regional council areas,Monthly
2015-09,A,Tasman Region,2010,Regional council areas,Monthly
2015-10,A,Tasman Region,2394,Regional council areas,Monthly
2015-11,A,Tasman Region,1443,Regional council areas,Monthly
2015-12,A,Tasman Region,975,Regional council areas,Monthly
2016-01,A,Tasman Region,1326,Regional council areas,Monthly
2016-02,A,Tasman Region,813,Regional council areas,Monthly
2016-03,A,Tasman Region,996,Regional council areas,Monthly
2016-04,A,Tasman Region,1359,Regional council areas,Monthly
2016-05,A,Tasman Region,1692,Regional council areas,Monthly
2016-06,A,Tasman Region,1761,Regional council areas,Monthly
2016-07,A,Tasman Region,2553,Regional council areas,Monthly
2016-08,A,Tasman Region,2457,Regional council areas,Monthly
2016-09,A,Tasman Region,2190,Regional council areas,Monthly
2016-10,A,Tasman Region,2373,Regional council areas,Monthly
2016-11,A,Tasman Region,1515,Regional council areas,Monthly
2016-12,A,Tasman Region,1035,Regional council areas,Monthly
2017-01,A,Tasman Region,1494,Regional council areas,Monthly
2017-02,A,Tasman Region,939,Regional council areas,Monthly
2017-03,A,Tasman Region,1161,Regional council areas,Monthly
2017-04,A,Tasman Region,1515,Regional council areas,Monthly
2017-05,A,Tasman Region,1743,Regional council areas,Monthly
